id,question_id,option_text,is_correct
028c1c42-f63f-4bbe-af68-23aa361722d6,7086a655-16fd-4666-99e4-eb707d712d3f,Total Air Temperature (TAT),true
028cf8ec-3063-4b89-9850-521205848360,c3e19ee9-2da3-45da-905e-1e35c539f16a,The CEUs are in the forward and aft cargo compartments,true
029ea405-dcc7-4564-aa45-26256a08d508,ad0b6747-401a-4310-9445-546abacc660d,On bottom of the Fan case,false
029eb4df-3d77-4231-bb25-26a62763a7b0,5123f103-21c8-4576-879c-2cd0d979c9b4,Melaksanakan semua type perawatan atau modifikasi,false
029fa4e1-3393-4e39-b83a-242a58be1f58,4486c189-2a44-4200-bec6-b17609379d94,"Both answers A and C are correct. ",true
02a114e2-6a26-423c-a2ab-e4bd90ee3722,7ccd30dc-2a81-4c2a-9d04-d2056d9e3766,"Be trained in inspection techniques; Be trained in safety management system, hazardous material, human factor, and basic inspection.",true
02a1eaac-edce-4cca-a031-0e002aa2e59b,1db89f15-6611-40bf-85d4-ac40361b4d3e,These test should require no special equipment or facilities other than that installed on the aircraft,false
02ae175e-ca44-4b42-b056-20b3c2fef0af,76886e43-725b-4796-b9d7-546e03da86df,"Both igniters will operate regardless of the 'selector switch"" position. ",false
02ae4e11-78fd-4a01-88fc-327160b53758,bc29d810-67b9-46a4-bad9-2d06f85e82d1,Stabilizer and speed trim,false
02b0c104-dcb5-45b2-b0df-72d5e9ae5f8e,02e87791-32d0-4e38-b422-f14f756d0494,Aircraft is electrically supplied,false
02b130ea-7b6c-4d65-bba6-b64f3ea069ca,cd0f5389-28a8-42f7-a717-43fdf1238493,Maintenance procedure being performed,false
02beda40-94bd-470c-844a-6c0ad4f62eac,c938e2d9-4e28-48b2-b4b7-414ac9e66719,"Chapter, Section and Subject",true
02d616ff-012b-488b-8a10-d29e694750f4,0103a744-425a-4175-9d61-80574a10dcc1,Right AIDRS,false
02d681ec-b24b-4a0e-9af0-7786be2d4766,95057a3d-333c-4998-8861-9fbb69898779,30 seconds after touch down,true
02eb7770-37fc-49b7-a6c6-84b827f5cafe,bf759317-1ab9-4fd2-9b0f-3b4b80f8d05c,"Data Entri Plug is belong to the Engine Electronic Controller (EEC), It does not have effect to the Engine, during maintenance replacement of the Engine or the Engine Electronic Controller (EEC)",false
02f08e07-e844-4fe7-b831-8bebf335c5de,584f4732-b563-4765-9910-0a46bc24849c,"Containing all adjustment specifications, tolerances and normally used at major maintenance periode.",false
02f2e0af-8fb5-4561-8a55-f1e3a92ac453,ff5690af-b093-4da9-a906-4e1fe9f90525,power panel,false
02fe25cd-fcdb-4d07-922d-53154d7671b4,c57d4991-86d6-41cc-a130-f8f7c05e6ddb,Three AC motor,false
03048574-a3ed-43c9-bc3c-763b80a824df,bb87e009-1641-4be3-b9fe-7034a1c5beae,"The Flight Spoiler the No. 8, 9, 10, and 11 light spoilers move to the up position.",true
0316aafd-0157-4f62-8a5a-861c9ef901c5,7388e490-1f7a-47b8-a3cd-4b53fd9ec254,Extended Diversion Time Operation (EDTO),true
0323141f-68fe-4bcb-af3a-3c6371489688,7dc1ac60-37db-46c8-9b3b-d7f76b8b3b53,Rotary selector to CRANK,false
032be1b5-ec6a-4d2a-941a-c466fd5564b7,37f64e92-8f6f-4a1f-8296-693896ac7089,"The indication parameter of the Nacele Air Temperature on the Secondary Parameter ECAM display replaced by the Ignition, Starter control valve position and Air pressure to starter",false
032d908a-05f0-4707-819d-7384a60abe7d,416a6278-fd61-41a3-a28a-87bc1f5939e9,LP rotor,false
0334841e-00dd-4d20-8f78-4946f0cf4e43,ea2f5d61-1f75-43c0-a4d4-5e96658a08dc,Open into the cockpit.,true
03434f38-7c4b-4feb-bf81-319cf31251a9,2009f5bd-dba5-4df5-97ac-4b0f0bd8cabd,START/IGNITION selector is moved to RUN to CUT-OFF,false
034c0783-1bb5-445c-8499-8d09032fdfef,030a6c73-c546-40fc-89ff-b6212fca408c,If the master terget is set to the 15 C no lower temperature adjustment can be adjusted,false
035c6a26-f28e-4fd9-bb8a-9f95b77e8e69,410722b1-4d08-4626-9d77-3aa4c2de9827,Always on ground,true
035ea345-8e03-4c3a-9b99-8e4e5dcd27d1,efdc5f8b-c001-45ee-951b-e4db47acdf36,8 degrees,true
03656c6e-5692-4a43-9344-739072cd4d51,65b2dfe3-ef7c-444f-abc3-5b474d7d483e,On the FGCP clears the FD bars on PFD,false
036572a8-8e7f-4d9d-b696-532442be177e,58d0ad3d-4aa1-49ea-a37f-60dfc9fabfe2,"Inspection, wheel replacement, lubrication and servicing",false
036fdd20-f9b1-4733-87b9-674b34188f08,5de6d907-3674-47b6-bfef-ff7ab03691c4,This permits pressurized hydraulic fluid from the pump inlet line to move the blocking valve,false
03742e50-3476-4c65-8698-2acc1af05665,9ced487a-1f8d-4901-adfd-3918868ec3c2,"A/C WOW or wheel speed > 20 knts, REV switch to ARM + Engine running or GMO PUSH 1N + N 2 <10%",true
037562df-c318-4be6-b0a9-107c372b709d,b1ebdfc5-f4bc-4132-a325-36432d9a131d,Standard and special Airworthiness Certificate,false
03841d6f-1f70-439e-8918-9a295721645e,53f843f8-02b2-405a-a8bc-3d648e923771,"The Cockpit window have primary sensor and spare temperature sensor, only one use by WHCU, if the primary sensor failure, the spare temperature sensor must be manually connected.",true
0385cd1a-fc58-418d-aef7-c108d0e8a504,445768e0-c37a-4021-98d0-a253b07ba82b,Indicates over pressure condition only in duct downstream of the enginencowl anti ice valve,true
038cd987-d334-4ff9-b591-c8edf359daa5,6aa3b71e-6d70-4d61-92f8-d0f00bd3ddc7,"The fuel truck shall not in the (dis)embarkation path, Make sure and coordinate with Station Manager/ Duty Officer those exit door, stairs/ boarding ramp are made available purpose for evacuation for the following specific aircraft typ",false
03900009-e09e-4d18-9938-faea5d75447b,3c9c446d-aedd-44f1-9611-d119d66c85aa,Make an entry in the maintenance record of the equipment.,false
03964930-fd35-406e-ae6f-a242cc44c198,870b6213-9aa2-48ab-9ff3-6e34521b6ef6,"The operation of Twin Engine Aircraft over a route that contains a pointnfurther than one hour's flying time from and adequate Airport, at thenapproved one Engine in-operative cruise speed.",true
03a73965-e306-4827-9c91-71cc7a7b7998,8b0aebdd-480d-4dd4-a705-367bdd975b97,ADC 1 message is shown on both multifunction displays (MFDs),false
03b2d241-537f-434d-a77e-0cb289802b6f,f251b082-cd6a-4eba-b461-990a32c601c1,DC Essential Bus,false
03c4bafa-2114-4d32-8877-047da8bb4329,2945172a-ac9c-4dc9-b06f-a6b8fc685d46,Type Certificate.n-,false
03c91000-9b2e-4673-b019-0be769b49731,9c9c0f84-eec6-40f1-b7d8-892016949dcd,Qualified Quality Control personnel.,true
03ce8130-22df-402d-8d9f-5bab51364dd9,b28456a9-91d2-49dd-9d41-99962d0a57e0,B Sump,false
03d86b0d-9347-45f8-a86c-03041cc33427,64f1d97c-8c8d-474e-b7e5-75e82c1048d3,From external power control panel,false
03dd6629-f19f-49c3-b163-579163fa61a0,f443b9ad-03f5-471e-84c1-e9979ea8375b,By FCC and electrical motor,false
03e4140d-96ea-4350-abd6-0d3f66cd33a6,96477a1d-0b74-4663-afa6-2265afff1a86,"The order of priority  for the system is : autopilot, pilot, copilot, flap compensation trim and mach trim.",false
03f5254e-778c-475d-bf27-440fa869dcad,2bd05f1b-fb3a-47da-9dbc-16d434d8a82c,"On the ground both TLA < 53% or aircraft in the air, Either Engine Running,nThree or more Entry and Galley Doors Closed.",false
03f5a0c9-6a81-453c-a295-0c5c99b8c34c,a21a44ca-d417-4c6a-850f-4bbf99fa2149,Cycle/hours of each engine and total fuel used in the aircraft maintenance log book action column after engine shut down,false
0413b18c-6410-4e2f-8199-4b191ba7a865,8b2bf4b7-9194-4432-b211-0847703d62a2,The Automatic Fire Extinguishing Control Unit (AFECU),false
0415b169-b64e-450c-8949-79636384d089,a24a635d-e4bb-437e-89bb-0687825a32d1,The Master Warning is triggered,false
041faec1-06fb-467d-b973-1488bf35c5f9,14165974-e3ca-4b00-96f0-71677568db38,From AC Direct Bus,false
04266df9-fef0-4965-a8ce-8261913ccbde,3bb984be-ae50-4585-a5ed-6c86c6caf091,"It is maintain V2 speed. ",false
042864ab-a274-4bbf-ac1a-e7da7e90b97b,eeae7e96-8d85-4d55-a559-69852c7b2bef,Proximity switch.,false
042bc0ee-9a12-4ad3-aa01-874cce10b64e,13e37ff6-02d2-4355-a2f5-34dff8ba451d,N1 over speed,false
042c973c-7fbc-4d73-9232-be411b77d752,f000589a-441c-450b-8e5d-153a6f917a32,"2 CPCs, forward autflow valve, aft autflow",false
04316dd1-3465-44fa-b676-dbd6d3688354,4b716ee8-5c27-4faf-870d-fb4ee341ae55,The exhaust mode PB position.,false
043abdb5-32e8-4ab7-b412-ad7a0488fba9,cf03c289-4b3b-420a-8938-b08ab3e9d6bb,"Aborted Take Off, Diversion and Engine Change.",true
044797c2-7479-4574-936c-54a45665a512,0614601e-c4af-4e0e-862a-4072c52f6002,No indication,false
044edc26-ddb7-41b7-bf17-664b92c087e2,8c1f8457-2287-4c30-88a9-9b572640a573,CASR Part 145.380,false
044f9ca6-4a50-43f5-8553-cbcd7344994d,66877a20-b8ed-4544-aea6-1d9046cc939c,Service Check shall be accomplished once within 48 (forty eight)nconsecutive hoursnsince Aircraft In Service,false
04563f32-9c06-45e2-86ac-7f98b096da0a,6f214d47-03b6-44e1-9d5a-359e764a351f,"Rear face accessory gearbox ",false
045fa137-72aa-419d-90fe-54e60d1108a8,8e965914-2430-4a62-a43c-6b354468bd79,PFD 1 will go blank and PFD data will be shown on the top half display of the pilot MFD,false
04600209-790b-4811-9b83-11e571eb62c5,88c5616c-5350-4f71-acf2-f4f1b13e44b8,Red cargo smoke light on PB illuminate,false
0466d621-b764-4ea8-a982-db59e4bd1175,8d4047e9-4042-4e95-9cc8-c6dbaa8d5f68,The associated botton led indicator turn from green to red,false
0468ec2b-fc7f-4037-a476-c8f2f6dc1bf6,55ac5660-f19f-4fab-9b7e-f2380b5a41b8,PFD and ND,true
046f4830-d0de-45dc-b5f5-8821fd490e0f,8b0aebdd-480d-4dd4-a705-367bdd975b97,ADC 1 message is shown on both primary flight displays (PFDs),true
04766e15-2f2d-4149-b3ea-b70073cc9fab,81e2b9e8-1bca-4984-80ed-e36cfd6a890c,The system is in direct mode,true
04776b6d-f091-4343-9494-37405bcd11ee,3f52a5f7-d45d-4687-bd3a-3c472547bebd,It cannot be set because the brake accumulator pressure is 1500 psi,false
0482e2c4-b38a-4013-9f97-17959956b72e,7e977467-52c1-49c7-83b0-6523bee89237,FQI Probes and Densitometers,true
0487a0b4-3bdb-4b1c-a283-276fa2421ac2,569baebe-099f-4e46-abed-d5c478c171e7,Blocked the existing Stamp impression and put new Stamping just beside,false
0488dff7-6f85-458c-939d-a25cd6c9a18b,d640aab7-cd9b-49cf-b7a1-5e228a7ec5a6,Heading / Track Window,false
